NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise Time (LST),Sunset Time (LST),Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
,,,12/10/2020,12:00:00,2459135.00,0.20780287,,201.5299367,7838.235242,0.016699893,-1.89926791,199.6306688,7836.335974,0.99788306,199.6202332,23.43658881,23.43689543,-161.8885431,-7.675036845,0.043025483,13.64296118,83.90952851,11:56:43,6:21:05,17:32:21,671.2762281,723.2829612,0.820740295,50.80052421,39.19947579,0.019752824,39.21922861,181.0496226,
,,,13/10/2020,12:00:00,2459136.00,0.20783025,,202.5155841,7839.220842,0.016699892,-1.894934778,200.6206493,7837.325907,0.997597792,200.6102143,23.43658845,23.43689742,-160.9629151,-8.048277568,0.04302549,13.88577094,83.55224545,11:56:28,6:22:16,17:30:41,668.4179636,723.5257709,0.881442734,51.17456762,38.82543238,0.020017256,38.84544964,181.1203019,
,,,14/10/2020,12:00:00,2459137.00,0.20785763,,203.5012315,7840.206442,0.016699891,-1.890035932,201.6111955,7838.316406,0.997313157,201.600761,23.43658809,23.43689941,-160.0350548,-8.41965305,0.043025498,14.11965312,83.19589223,11:56:14,6:23:27,17:29:01,665.5671378,723.7596531,0.93991328,51.54676158,38.45323842,0.020284634,38.47352305,181.1873183,
,,,15/10/2020,12:00:00,2459138.00,0.20788501,,204.4868788,7841.192042,0.01669989,-1.88457223,202.6023066,7839.30747,0.99702924,202.5918726,23.43658774,23.4369014,-159.104887,-8.789057931,0.043025505,14.34429154,82.84053617,11:56:01,6:24:39,17:27:23,662.7242893,723.9842915,0.996072886,51.91699299,38.08300701,0.020554937,38.10356195,181.250645,
,,,16/10/2020,12:00:00,2459139.00,0.20791239,,205.4725262,7842.177643,0.016699889,-1.878544702,203.5939815,7840.299098,0.996746128,203.5835481,23.43658738,23.43690339,-158.172338,-9.156386293,0.043025513,14.5593748,82.48624703,11:55:48,6:25:51,17:25:45,659.8899762,724.1993748,1.049843699,52.28514835,37.71485165,0.020828138,37.73567979,181.3102572,
,,,17/10/2020,12:00:00,2459140.00,0.20793977,,206.4581736,7843.163243,0.016699887,-1.871954552,204.586219,7841.291289,0.996463905,204.5757861,23.43658703,23.43690539,-157.2373353,-9.521531662,0.04302552,14.76459669,82.13309708,11:55:36,6:27:04,17:24:08,657.0647766,724.4045967,1.101149174,52.65111383,37.34888617,0.021104207,37.36999038,181.3661323,
,,,18/10/2020,12:00:00,2459141.00,0.20796715,,207.4438209,7844.148843,0.016699886,-1.864803156,205.5790178,7842.28404,0.996182657,205.5685854,23.43658667,23.43690738,-156.2998079,-9.884387021,0.043025528,14.95965675,81.78116123,11:55:24,6:28:17,17:22:31,654.2492898,724.5996568,1.149914189,53.01477528,36.98522472,0.021383108,37.00660783,181.4182497,
,,,19/10/2020,12:00:00,2459142.00,0.20799452,,208.4294683,7845.134444,0.016699885,-1.857092065,206.5723762,7843.277352,0.995902468,206.5619444,23.43658631,23.43690937,-155.3596863,-10.24484481,0.043025535,15.14426068,81.43051709,11:55:13,6:29:30,17:20:56,651.4441367,724.7842607,1.196065169,53.3760183,36.6239817,0.021664801,36.64564651,181.4665913,
,,,20/10/2020,12:00:00,2459143.00,0.20802190,,209.4151156,7846.120044,0.016699884,-1.848823006,207.5662926,7844.271221,0.995623423,207.5558614,23.43658596,23.43691136,-154.4169026,-10.60279696,0.043025543,15.31812083,81.0812451,11:55:03,6:30:43,17:19:22,648.6499608,724.9581208,1.239530208,53.73472823,36.26527177,0.021949238,36.28722101,181.5111408,
,,,21/10/2020,12:00:00,2459144.00,0.20804928,,210.400763,7847.105644,0.016699883,-1.839997878,208.5607651,7845.265646,0.995345607,208.5503345,23.4365856,23.43691335,-153.4713906,-10.95813486,0.04302555,15.48095677,80.73342859,11:54:53,6:31:57,17:17:49,645.8674287,725.1209568,1.280239193,54.09079024,35.90920976,0.022236367,35.93144613,181.5518846,
,,,22/10/2020,12:00:00,2459145.00,0.20807666,,211.3864104,7848.091244,0.016699882,-1.830618755,209.5557916,7846.260626,0.995069104,209.5453615,23.43658524,23.43691534,-152.5230859,-11.31074946,0.043025558,15.63249573,80.38715386,11:54:44,6:33:11,17:16:17,643.0972309,725.2724957,1.318123934,54.44408937,35.55591063,0.022526129,35.57843676,181.5888111,
,,,23/10/2020,12:00:00,2459146.00,0.20810404,,212.3720577,7849.076845,0.01669988,-1.820687887,210.5513699,7847.256157,0.994793999,210.5409403,23.43658489,23.43691733,-151.5719261,-11.66053119,0.043025565,15.77247316,80.0425103,11:54:35,6:34:25,17:14:45,640.3400824,725.4124732,1.35311829,54.79451055,35.20548945,0.022818459,35.22830791,181.6219111,
,,,24/10/2020,12:00:00,2459147.00,0.20813142,,213.3577051,7850.062445,0.016699879,-1.810207696,211.5474974,7848.252237,0.994520375,211.5370685,23.43658453,23.43691932,-150.6178506,-12.00737005,0.043025573,15.90063322,79.69959044,11:54:28,6:35:40,17:13:15,637.5967235,725.5406332,1.385158304,55.14193864,34.85806136,0.023113283,34.88117464,181.6511779,
,,,25/10/2020,12:00:00,2459148.00,0.20815880,,214.3433525,7851.048045,0.016699878,-1.79918078,212.5441717,7849.248865,0.994248316,212.5337433,23.43658418,23.43692131,-149.6608012,-12.35115561,0.04302558,16.01672933,79.35849001,11:54:21,6:36:55,17:11:47,634.8679201,725.6567293,1.414182334,55.48625853,34.51374147,0.023410521,34.53715199,181.676607,
,,,26/10/2020,12:00:00,2459149.00,0.20818617,,215.3289998,7852.033646,0.016699877,-1.787609913,213.5413899,7850.246036,0.993977905,213.5309621,23.43658382,23.4369233,-148.7007215,-12.69177706,0.043025588,16.12052473,79.01930805,11:54:14,6:38:10,17:10:19,632.1544644,725.7605247,1.440131183,55.82735515,34.17264485,0.023710085,34.19635494,181.6981965,
,,,27/10/2020,12:00:00,2459150.00,0.20821355,,216.3146472,7853.019246,0.016699876,-1.77549804,214.5391492,7851.243748,0.993709225,214.528722,23.43658346,23.43692529,-147.7375578,-13.02912318,0.043025595,16.21179294,78.68214693,11:54:09,6:39:25,17:08:53,629.4571754,725.8517929,1.462948236,56.1651135,33.8348865,0.024011879,33.85889838,181.7159469,
,,,28/10/2020,12:00:00,2459151.00,0.20824093,,217.3002946,7854.004846,0.016699875,-1.762848282,215.5374463,7852.241998,0.993442359,215.5270197,23.43658311,23.43692728,-146.7712587,-13.36308247,0.043025603,16.29031837,78.34711241,11:54:04,6:40:41,17:07:27,626.7768993,725.9303184,1.482579592,56.49941876,33.50058124,0.024315799,33.52489704,181.7298611,
,,,29/10/2020,12:00:00,2459152.00,0.20826831,,218.2859419,7854.990446,0.016699874,-1.749663933,216.536278,7853.240782,0.993177387,216.525852,23.43658275,23.43692927,-145.8017752,-13.69354309,0.04302561,16.35589677,78.01431374,11:54:00,6:41:57,17:06:04,624.1145099,725.9958968,1.498974194,56.8301563,33.1698437,0.024621731,33.19446543,181.7399446,
,,,30/10/2020,12:00:00,2459153.00,0.20829569,,219.2715893,7855.976047,0.016699872,-1.735948461,217.5356408,7854.240098,0.992914392,217.5252154,23.4365824,23.43693125,-144.8290611,-14.02039296,0.043025618,16.40833586,77.68386361,11:53:57,6:43:13,17:04:41,621.4709089,726.0483359,1.512083964,57.15721177,32.84278823,0.024929552,32.86771779,181.7462054,
,,,31/10/2020,12:00:00,2459154.00,0.20832307,,220.2572366,7856.961647,0.016699871,-1.721705506,218.5355311,7855.239941,0.992653455,218.5251063,23.43658204,23.43693324,-143.8530728,-14.34351977,0.043025625,16.44745574,77.35587826,11:53:55,6:44:29,17:03:20,618.8470261,726.0874557,1.521863934,57.4804711,32.5195289,0.02523913,32.54476803,181.7486542,
,,,01/11/2020,12:00:00,2459155.00,0.20835044,,221.242884,7857.947247,0.01669987,-1.70693888,219.5359451,7856.240308,0.992394657,219.5255209,23.43658168,23.43693523,-142.8737699,-14.66281106,0.043025633,16.47308948,77.03047748,11:53:53,6:45:46,17:02:01,616.2438198,726.1130895,1.528272371,57.79982062,32.20017938,0.025550324,32.2257297,181.7473041,
,,,02/11/2020,12:00:00,2459156.00,0.20837782,,222.2285314,7858.932848,0.016699869,-1.691652567,220.5368788,7857.241195,0.992138077,220.5264552,23.43658133,23.43693722,-141.8911145,-14.97815423,0.04302564,16.48508362,76.70778458,11:53:52,6:47:03,17:00:42,613.6622767,726.1250836,1.531270905,58.1151471,31.8848529,0.025862979,31.91071588,181.7421707,
,,,03/11/2020,12:00:00,2459157.00,0.20840520,,223.2141787,7859.918448,0.016699868,-1.675850721,221.538328,7858.242597,0.991883795,221.527905,23.43658097,23.4369392,-140.9050722,-15.28943662,0.043025648,16.48329862,76.38792648,11:53:53,6:48:19,16:59:26,611.1034118,726.1232986,1.530824654,58.42633777,31.57366223,0.026176934,31.59983917,181.7332726,
,,,04/11/2020,12:00:00,2459158.00,0.20843258,,224.1998261,7860.904048,0.016699867,-1.659537669,222.5402884,7859.24451,0.99163189,222.5298661,23.43658062,23.43694119,-139.9156116,-15.59654554,0.043025655,16.46760937,76.07103359,11:53:54,6:49:36,16:58:11,608.5682688,726.1076094,1.526902342,58.73328043,31.26671957,0.026492014,31.29321159,181.7206305,
,,,05/11/2020,12:00:00,2459159.00,0.20845996,,225.1854735,7861.889648,0.016699865,-1.642717904,223.5427556,7860.24693,0.99138244,223.5323338,23.43658026,23.43694318,-138.9227046,-15.89936837,0.043025663,16.43790567,75.7572399,11:53:55,6:50:54,16:56:57,606.0579192,726.0779057,1.519476417,59.0358635,30.9641365,0.026808034,30.99094453,181.7042681,
,,,06/11/2020,12:00:00,2459160.00,0.20848734,,226.1711208,7862.875249,0.016699864,-1.62539609,224.5457247,7861.249853,0.991135523,224.5353036,23.4365799,23.43694516,-137.9263266,-16.19779258,0.04302567,16.39409265,75.44668287,11:53:58,6:52:11,16:55:45,603.573463,726.0340927,1.508523164,59.33397608,30.66602392,0.027124798,30.69314872,181.6842115,
,,,07/11/2020,12:00:00,2459161.00,0.20851472,,227.1567682,7863.860849,0.016699863,-1.607577056,225.5491911,7862.253272,0.990891215,225.5387707,23.43657955,23.43694715,-136.9264566,-16.49170581,0.043025678,16.33609124,75.1395034,11:54:01,6:53:28,16:54:35,601.1160272,725.9760912,1.49402281,59.62750799,30.37249201,0.027442097,30.39993411,181.6604895,
,,,08/11/2020,12:00:00,2459162.00,0.20854209,,228.1424156,7864.846449,0.016699862,-1.589265801,226.5531498,7863.257183,0.990649593,226.5427299,23.43657919,23.43694913,-135.9230772,-16.78099594,0.043025685,16.26383852,74.83584578,11:54:06,6:54:45,16:53:26,598.6867662,725.9038385,1.475959631,59.91634989,30.08365011,0.02775971,30.11140982,181.6331335,
,,,09/11/2020,12:00:00,2459163.00,0.20856947,,229.1280629,7865.832049,0.016699861,-1.570467487,227.5575954,7864.261582,0.990410732,227.5471762,23.43657884,23.43695112,-134.9161746,-17.06555119,0.043025693,16.17728819,74.5358576,11:54:11,6:56:02,16:52:20,596.2868608,725.8172882,1.454322048,60.20039328,29.79960672,0.028077405,29.82768413,181.6021773,
,,,10/11/2020,12:00:00,2459164.00,0.20859685,,230.1137103,7866.81765,0.01669986,-1.551187441,228.5625228,7865.266462,0.990174708,228.5521043,23.43657848,23.4369531,-133.905739,-17.34526014,0.0430257,16.07641086,74.23968969,11:54:17,6:57:19,16:51:15,593.9175175,725.7164109,1.429102715,60.47953062,29.52046938,0.028394938,29.54886432,181.5676576,
,,,11/11/2020,12:00:00,2459165.00,0.20862423,,231.0993576,7867.80325,0.016699859,-1.531431151,229.5679265,7866.271819,0.989941593,229.5575086,23.43657812,23.43695509,-132.8917646,-17.62001187,0.043025708,15.96119443,73.94749594,11:54:24,6:58:37,16:50:11,591.5799675,725.6011944,1.400298609,60.75365538,29.24634462,0.028712052,29.27505667,181.5296134,
,,,12/11/2020,12:00:00,2459166.00,0.20865161,,232.085005,7868.78885,0.016699857,-1.511204271,230.5738007,7867.277646,0.989711462,230.5633835,23.43657777,23.43695707,-131.8742496,-17.88969597,0.043025715,15.83164442,73.65943326,11:54:32,6:59:53,16:49:10,589.2754661,725.4716444,1.367911105,61.02266209,28.97733791,0.029028476,29.00636639,181.4880863,
,,,13/11/2020,12:00:00,2459167.00,0.20867899,,233.0706524,7869.774451,0.016699856,-1.490512611,231.5801398,7868.283938,0.989484386,231.5697232,23.43657741,23.43695905,-130.8531963,-18.15420272,0.043025723,15.68778419,73.37566135,11:54:40,7:01:10,16:48:10,587.0052908,725.3277842,1.331946049,61.28644644,28.71355356,0.02934393,28.74289749,181.4431203,
,,,14/11/2020,12:00:00,2459168.00,0.20870637,,234.0562997,7870.760051,0.016699855,-1.469362143,232.5869376,7869.290689,0.989260438,232.5765217,23.43657706,23.43696104,-129.8286113,-18.4134231,0.04302573,15.52965527,73.09634261,11:54:50,7:02:27,16:47:13,584.7707409,725.1696553,1.292413819,61.54490532,28.45509468,0.029658119,28.4847528,181.3947621,
,,,15/11/2020,12:00:00,2459169.00,0.20873374,,235.0419471,7871.745651,0.016699854,-1.447758994,233.5941881,7870.297892,0.989039687,233.5837728,23.4365767,23.43696302,-128.8005055,-18.66724892,0.043025738,15.35731753,72.82164192,11:55:00,7:03:43,16:46:17,582.5731353,724.9973175,1.249329383,61.79793692,28.20206308,0.029970737,28.23203382,181.3430605,
,,,16/11/2020,12:00:00,2459170.00,0.20876112,,236.0275945,7872.731251,0.016699853,-1.425709447,234.601885,7871.305542,0.988822203,234.5914704,23.43657634,23.436965,-127.7688941,-18.91557289,0.043025745,15.17084938,72.55172643,11:55:11,7:04:59,16:45:24,580.4138114,724.8108494,1.202712345,62.04544078,27.95455922,0.030281466,27.98484069,181.288067,
,,,17/11/2020,12:00:00,2459171.00,0.20878850,,237.0132418,7873.716852,0.016699852,-1.403219941,235.6100219,7872.313632,0.988608055,235.599608,23.43657599,23.43696699,-126.7337971,-19.15828876,0.043025753,14.97034793,72.28676537,11:55:23,7:06:15,16:44:32,578.294123,724.6103479,1.152586983,62.28731787,27.71268213,0.030589976,27.74327211,181.2298353,
,,,18/11/2020,12:00:00,2459172.00,0.20881588,,237.9988892,7874.702452,0.01669985,-1.380297064,236.6185921,7873.322155,0.988397311,236.6081789,23.43657563,23.43696897,-125.6952386,-19.39529139,0.04302576,14.75592913,72.02692981,11:55:36,7:07:30,16:43:43,576.2154385,724.3959291,1.098982282,62.52347066,27.47652934,0.030895926,27.50742527,181.1684213,
,,,19/11/2020,12:00:00,2459173.00,0.20884326,,238.9845366,7875.688052,0.016699849,-1.356947558,237.627589,7874.331105,0.988190037,237.6171764,23.43657528,23.43697095,-124.6532475,-19.62647685,0.043025768,14.52772779,71.77239234,11:55:50,7:08:45,16:42:55,574.1791388,724.1677278,1.041931948,62.75380319,27.24619681,0.031198962,27.27739578,181.1038833,
,,,20/11/2020,12:00:00,2459174.00,0.20887064,,239.9701839,7876.673653,0.016699848,-1.333178311,238.6370056,7875.340474,0.9879863,238.6265937,23.43657492,23.43697293,-123.6078575,-19.85174255,0.043025775,14.28589771,71.52332689,11:56:04,7:09:59,16:42:10,572.1866151,723.9258977,0.981474427,62.97822115,27.02177885,0.031498724,27.05327757,181.0362818,
,,,21/11/2020,12:00:00,2459175.00,0.20889802,,240.9558313,7877.659253,0.016699847,-1.308996358,239.6468349,7876.350256,0.987786163,239.6364237,23.43657456,23.43697491,-122.5591068,-20.07098733,0.043025783,14.0306116,71.27990834,11:56:20,7:11:13,16:41:27,570.2392667,723.6706116,0.9176529,63.19663197,26.80336803,0.031794837,26.83516287,180.9656794,
,,,22/11/2020,12:00:00,2459176.00,0.20892539,,241.9414786,7878.644853,0.016699846,-1.284408878,240.6570698,7877.360444,0.987589691,240.6466593,23.43657421,23.43697689,-121.5070382,-20.28411158,0.04302579,13.76206111,71.04231224,11:56:36,7:12:26,16:40:46,568.3384979,723.4020611,0.850515278,63.40894483,26.59105517,0.03208692,26.62314209,180.8921405,
,,,23/11/2020,12:00:00,2459177.00,0.20895277,,242.927126,7879.630453,0.016699845,-1.259423194,241.6677028,7878.37103,0.987396946,241.657293,23.43657385,23.43697887,-120.4516996,-20.49101733,0.043025798,13.48045673,70.81071448,11:56:53,7:13:38,16:40:07,566.4857159,723.1204567,0.780114183,63.61507083,26.38492917,0.032374584,26.41730376,180.8157321,
,,,24/11/2020,12:00:00,2459178.00,0.20898015,,243.9127734,7880.616054,0.016699844,-1.234046768,242.6787266,7879.382007,0.98720799,242.6683175,23.4365735,23.43698085,-119.3931433,-20.6916084,0.043025805,13.18602768,70.58529093,11:57:10,7:14:50,16:39:31,564.6823274,722.8260277,0.706506919,63.81492297,26.18507703,0.03265743,26.21773446,180.7365226,
,,,25/11/2020,12:00:00,2459179.00,0.20900753,,244.8984207,7881.601654,0.016699842,-1.208287199,243.6901335,7880.393367,0.987022882,243.6797251,23.43657314,23.43698283,-118.3314266,-20.8857905,0.043025813,12.87902174,70.36621704,11:57:29,7:16:01,16:38:57,562.9297363,722.5190217,0.629755435,64.00841629,25.99158371,0.032935055,26.02451876,180.6545825,
,,,26/11/2020,12:00:00,2459180.00,0.20903491,,245.8840681,7882.587254,0.016699841,-1.182152224,244.7019159,7881.405102,0.986841682,244.6915082,23.43657278,23.43698481,-117.2666114,-21.07347132,0.04302582,12.55970509,70.15366748,11:57:48,7:17:11,16:38:25,561.2293398,722.1997051,0.549926272,64.19546792,25.80453208,0.033207048,25.83773912,180.5699842,
,,,27/11/2020,12:00:00,2459181.00,0.20906229,,246.8697155,7883.572855,0.01669984,-1.15564971,245.7140658,7882.417205,0.986664449,245.7036588,23.43657243,23.43698679,-116.1987644,-21.25456069,0.043025828,12.22836204,69.94781573,11:58:08,7:18:20,16:37:55,559.5825258,721.868362,0.467090511,64.37599716,25.62400284,0.033472995,25.65747584,180.4828017,
,,,28/11/2020,12:00:00,2459182.00,0.20908966,,247.8553628,7884.558455,0.016699839,-1.128787658,246.7265752,7883.429667,0.986491237,246.7161689,23.43657207,23.43698877,-115.1279571,-21.42897067,0.043025835,11.88529477,69.74883364,11:58:28,7:19:29,16:37:28,557.9906691,721.5252948,0.381323693,64.54992552,25.45007448,0.03373248,25.48380696,180.3931109,
,,,29/11/2020,12:00:00,2459183.00,0.20911704,,248.8410102,7885.544055,0.016699838,-1.101574195,247.739436,7884.442481,0.986322104,247.7290305,23.43657172,23.43699075,-114.0542654,-21.59661567,0.043025843,11.530823,69.55689103,11:58:50,7:20:36,16:37:03,556.4551282,721.170823,0.292705751,64.71717685,25.28282315,0.033985083,25.31680823,180.3009889,
,,,30/11/2020,12:00:00,2459184.00,0.20914442,,249.8266576,7886.529655,0.016699837,-1.074017573,248.75264,7885.455638,0.986157103,248.7422352,23.43657136,23.43699272,-112.9777701,-21.75741255,0.04302585,11.16528364,69.37215521,11:59:12,7:21:42,16:36:41,554.9772417,720.8052836,0.201320911,64.87767738,25.12232262,0.034230384,25.156553,180.2065147,
,,,01/12/2020,12:00:00,2459185.00,0.20917180,,250.8123049,7887.515256,0.016699836,-1.04612617,249.7661788,7886.469129,0.985996288,249.7557747,23.436571,23.4369947,-111.8985562,-21.91128079,0.043025857,10.78903039,69.19479057,11:59:34,7:22:48,16:36:21,553.5583246,720.4290304,0.107257597,65.03135579,24.96864421,0.034467966,25.00311218,180.1097687,
,,,02/12/2020,12:00:00,2459186.00,0.20919918,,251.7979523,7888.500856,0.016699834,-1.017908481,250.7800438,7887.482947,0.98583971,250.7696405,23.43657065,23.43699668,-110.8167135,-22.05814255,0.043025865,10.40243327,69.02495808,11:59:57,7:23:51,16:36:03,552.1996647,720.0424333,0.010608317,65.17814328,24.82185672,0.034697412,24.85655413,180.0108326,
,,,03/12/2020,12:00:00,2459187.00,0.20922656,,252.7835996,7889.486456,0.016699833,-0.989373119,251.7942265,7888.497083,0.985687419,251.7838239,23.43657029,23.43699866,-109.7323359,-22.19792279,0.043025872,10.00587819,68.86281486,12:00:21,7:24:54,16:35:48,550.9025188,719.6458782,-0.088530452,65.31797366,24.68202634,0.034918311,24.71694465,179.9097893,
,,,04/12/2020,12:00:00,2459188.00,0.20925394,,253.769247,7890.472056,0.016699832,-0.960528813,252.8087182,7889.511528,0.985539464,252.7983163,23.43656994,23.43700063,-108.6455217,-22.33054941,0.04302588,9.59976642,68.70851367,12:00:46,7:25:56,16:35:36,549.6681093,719.2397664,-0.190058395,65.45078339,24.54921661,0.035130257,24.58434686,179.8067233,
,,,05/12/2020,12:00:00,2459189.00,0.20928131,,254.7548944,7891.457657,0.016699831,-0.931384402,253.82351,7890.526272,0.985395894,253.8131089,23.43656958,23.43700261,-107.5563733,-22.45595332,0.043025887,9.184513998,68.56220249,12:01:11,7:26:56,16:35:25,548.4976199,718.824514,-0.293871501,65.57651167,24.42348833,0.035332852,24.45882118,179.7017199,
,,,06/12/2020,12:00:00,2459190.00,0.20930869,,255.7405417,7892.443257,0.01669983,-0.901948834,254.8385929,7891.541308,0.985256754,254.8281925,23.43656922,23.43700458,-106.4649969,-22.5740686,0.043025895,8.760551184,68.42402404,12:01:36,7:27:54,16:35:18,547.3921923,718.4005512,-0.399862204,65.6951005,24.3048995,0.035525707,24.34042521,179.5948657,
,,,07/12/2020,12:00:00,2459191.00,0.20933607,,256.7261891,7893.428857,0.016699829,-0.872231164,255.8539579,7892.556626,0.98512209,255.8435583,23.43656887,23.43700656,-105.3715029,-22.68483255,0.043025902,8.328321816,68.29411532,12:02:02,7:28:51,16:35:12,546.3529225,717.9683218,-0.507919546,65.80649471,24.19350529,0.035708444,24.22921374,179.4862483,
,,,08/12/2020,12:00:00,2459192.00,0.20936345,,257.7118365,7894.414458,0.016699827,-0.842240547,256.8695959,7893.572217,0.984991944,256.8591971,23.43656851,23.43700853,-104.2760051,-22.78818579,0.04302591,7.888282656,68.17260713,12:02:28,7:29:47,16:35:10,545.380857,717.5282827,-0.617929336,65.91064208,24.08935792,0.035880698,24.12523862,179.3759562,
,,,09/12/2020,12:00:00,2459193.00,0.20939083,,258.6974838,7895.400058,0.016699826,-0.811986239,257.8854976,7894.588072,0.984866359,257.8750995,23.43656816,23.43701051,-103.178621,-22.88407242,0.043025917,7.440902695,68.05962368,12:02:55,7:30:41,16:35:09,544.4769894,717.0809027,-0.729774326,66.00749335,23.99250665,0.036042119,24.02854877,179.2640787,
,,,10/12/2020,12:00:00,2459194.00,0.20941821,,259.6831312,7896.385658,0.016699825,-0.781477592,258.9016536,7895.604181,0.984745376,258.8912563,23.4365678,23.43701248,-102.0794712,-22.97244003,0.043025925,6.986662438,67.95528214,12:03:22,7:31:33,16:35:12,543.6422571,716.6266624,-0.843334391,66.09700231,23.90299769,0.036192373,23.93919006,179.1507062,
,,,11/12/2020,12:00:00,2459195.00,0.20944559,,260.6687786,7897.371258,0.016699824,-0.750724051,259.9180545,7896.620534,0.984629034,259.9076579,23.43656744,23.43701446,-100.9786798,-23.05323984,0.043025932,6.526053148,67.85969222,12:03:50,7:32:24,16:35:16,542.8775377,716.1660531,-0.958486713,66.17912582,23.82087418,0.036331144,23.85720532,179.0359296,
,,,12/12/2020,12:00:00,2459196.00,0.20947296,,261.6544259,7898.356859,0.016699823,-0.71973515,260.9346908,7897.637124,0.98451737,260.924295,23.43656709,23.43701643,-99.87637342,-23.12642676,0.04302594,6.059576076,67.7729558,12:04:18,7:33:13,16:35:24,542.1836464,715.6995761,-1.075105981,66.25382389,23.74617611,0.036458134,23.78263424,178.9198404,
,,,13/12/2020,12:00:00,2459197.00,0.20950034,,262.6400733,7899.342459,0.016699822,-0.688520508,261.9515528,7898.653939,0.984410421,261.9411578,23.43656673,23.4370184,-98.77268174,-23.19195948,0.043025947,5.587741654,67.69516654,12:04:46,7:33:59,16:35:33,541.5613323,715.2277417,-1.193064586,66.32105971,23.67894029,0.03657307,23.71551336,178.8025311,
,,,14/12/2020,12:00:00,2459198.00,0.20952772,,263.6257206,7900.328059,0.016699821,-0.657089831,262.9686308,7899.670969,0.984308222,262.9582366,23.43656638,23.43702038,-97.66773674,-23.24980053,0.043025954,5.111068671,67.62640956,12:05:15,7:34:45,16:35:45,541.0112765,714.7510687,-1.312232832,66.38079969,23.61920031,0.036675697,23.655876,178.6840942,
,,,15/12/2020,12:00:00,2459199.00,0.20955510,,264.611368,7901.31366,0.016699819,-0.625452899,263.9859151,7900.688207,0.984210805,263.9755217,23.43656602,23.43702235,-96.56167271,-23.29991635,0.043025962,4.63008343,67.56676111,12:05:44,7:35:28,16:36:00,540.5340888,714.2700834,-1.432479143,66.43301354,23.56698646,0.036765788,23.60375225,178.5646232,
,,,16/12/2020,12:00:00,2459200.00,0.20958248,,265.5970154,7902.29926,0.016699818,-0.593619572,265.0033958,7901.70564,0.984118203,264.9930031,23.43656566,23.43702432,-95.45462593,-23.34227735,0.043025969,4.145318878,67.51628827,12:06:13,7:36:09,16:36:17,540.1303061,713.7853189,-1.553670281,66.47767423,23.52232577,0.036843139,23.55916891,178.4442117,
,,,17/12/2020,12:00:00,2459201.00,0.20960986,,266.5826627,7903.28486,0.016699817,-0.561599781,266.021063,7902.72326,0.984030444,266.0106711,23.43656531,23.43702629,-94.34673446,-23.37685795,0.043025977,3.657313728,67.47504872,12:06:42,7:36:48,16:36:36,539.8003898,713.2973137,-1.675671568,66.51475812,23.48524188,0.036907573,23.52214945,178.3229537,
,,,18/12/2020,12:00:00,2459202.00,0.20963723,,267.5683101,7904.27046,0.016699816,-0.529403526,267.0389066,7903.741057,0.983947559,267.0285155,23.43656495,23.43702826,-93.23813784,-23.40363665,0.043025984,3.166611562,67.44309052,12:07:12,7:37:25,16:36:58,539.5447242,712.8066116,-1.79834711,66.54424491,23.45575509,0.036958942,23.49271403,178.2009436,
,,,19/12/2020,12:00:00,2459203.00,0.20966461,,268.5539575,7905.256061,0.016699815,-0.497040871,268.0569166,7904.75902,0.983869574,268.0465263,23.43656459,23.43703023,-92.12897684,-23.42259606,0.043025992,2.673759921,67.4204519,12:07:41,7:38:00,16:37:22,539.3636152,712.3137599,-1.92156002,66.56611771,23.43388229,0.036997123,23.47087942,178.0782759,
,,,20/12/2020,12:00:00,2459204.00,0.20969199,,269.5396048,7906.241661,0.016699814,-0.464521942,269.0750829,7905.777139,0.983796514,269.0646934,23.43656424,23.4370322,-91.0193932,-23.43372291,0.043025999,2.179309387,67.40716111,12:08:11,7:38:33,16:37:49,539.2572889,711.8193094,-2.045172653,66.58036303,23.41963697,0.037022024,23.456659,177.9550453,
,,,21/12/2020,12:00:00,2459205.00,0.20971937,,270.5252522,7907.227261,0.016699812,-0.431856925,270.0933953,7906.795404,0.983728403,270.0830066,23.43656388,23.43703417,-89.90952936,-23.43700811,0.043026007,1.683812659,67.40323634,12:08:41,7:39:04,16:38:17,539.2258907,711.3238127,-2.169046835,66.58697083,23.41302917,0.037033585,23.45006275,177.8313466,
,,,22/12/2020,12:00:00,2459206.00,0.20974675,,271.5108996,7908.212862,0.016699811,-0.399056057,271.1118435,7907.813805,0.983665263,271.1014557,23.43656353,23.43703614,-88.79952816,-23.43244674,0.043026014,1.187823619,67.40868564,12:09:10,7:39:32,16:38:48,539.2694851,710.8278236,-2.293044095,66.58593452,23.41406548,0.037031771,23.45109725,177.7072747,
